Titre,Origine,Source Statuts,Age Rating,Date de sortie,Total Chapter,Type,Genres,Image 
"
Romance Papa
",CoréeDuSud,Terminé,+12ans,1998,8,Shōjo,"Drame,SchoolLife,Comédie,Ecole,Romance,SliceOfLife",https://www.japscan.me/imgs/mangas/romance-papa.jpg
"
Romantica Clock
",Japon,EnCours,+12ans,2012,10,Shōjo,"Drame,SchoolLife,Comédie,Ecole,Romance,Amour,SliceOfLife",https://www.japscan.me/imgs/mangas/romantica-clock.jpg
"
Romantic Memories
",Japon,Terminé,+10ans,2014,4,Shōjo,"SchoolLife,Romance",https://www.japscan.me/imgs/mangas/romantic-memories.jpg
"
Romantic Obsession
",Japon,Terminé,+12ans,2008,4,Shōjo,"SchoolLife,Romance",https://www.japscan.me/imgs/mangas/romantic-obsession.jpg
"
Rooftop Sword Master
",CoréeDuSud,EnCours,+12ans,2020,87,Shounen,"Action,Gore,ArtsMartiaux,Webtoon,Police,Fantasy,Délinquants,Webcomic,FullColor",https://www.japscan.me/imgs/mangas/rooftop-sword-master.jpg
"
Rookies
",Japon,Terminé,+12ans,1998,24,Shōnen,"Drame,SchoolLife,Action,Sport,TrancheDeVie,Comédie,Ecole,Délinquant",https://www.japscan.me/imgs/mangas/rookies.jpg
"
Rooster Fighter
",Japon,EnCours,+14ans,2020,15,Shounen,"Post-Apocalyptique,Action,Comédie,Monstres,Survival,Animaux",https://www.japscan.me/imgs/mangas/rooster-fighter.jpg
"
Roppongi Black Cross
",Japon,Terminé,+14ans,2014,4,"Shōnen,Seinen","Drame,Mature,Tragique,Action,TrancheDeVie,ArtsMartiaux,Police,OrganisationsSecrètes",https://www.japscan.me/imgs/mangas/roppongi-black-cross.jpg
"
Rosario + Vampire Saison 1
",Japon,Terminé,+12ans,2004,10,Shōnen,"Fantastique,Drame,SchoolLife,Surnaturel,Ecchi,Action,Comédie,Ecole,Magie,Aventure,Romance,Harem,Vampires,Fantasy,Yokai,Sorcières",https://www.japscan.me/imgs/mangas/rosario-vampire-saison-1.jpg
"
Rosario + Vampire Saison 2
",Japon,Terminé,+12ans,2007,14,Shōnen,"Fantastique,Drame,Mystère,SchoolLife,Surnaturel,Ecchi,Action,Comédie,Ecole,Magie,Aventure,Romance,Monstres,Harem,Vampires,Fantasy,Yokai",https://www.japscan.me/imgs/mangas/rosario-vampire-saison-2.jpg
"
Rose Guns Days Saison 1
",Japon,Terminé,+12ans,2012,4,Shōnen,"Suspense,Drame,Action,Aventure,Guerre,Histoire,Mafia,Crime",https://www.japscan.me/imgs/mangas/rose-guns-days-saison-1.jpg
"
Rose Guns Days Saison 2
",Japon,Terminé,+12ans,2013,3,"Shōnen,Seinen","Drame,Action,TrancheDeVie,Aventure,Historique,Romance",https://www.japscan.me/imgs/mangas/rose-guns-days-saison-2.jpg
"
Rose Guns Days Saison 3
",Japon,Terminé,+12ans,2013,3,Shōnen,"Drame,Action,TrancheDeVie,Historique,Romance",https://www.japscan.me/imgs/mangas/rose-guns-days-saison-3.jpg
"
Rose Guns Days Saison 4
",Japon,EnCours,+12ans,2014,9,Seinen,"Drame,Action,Historique,Romance",https://www.japscan.me/imgs/mangas/rose-guns-days-saison-4.jpg
"
Rose Hip Rose
",Japon,Terminé,+16ans,2005,4,Seinen,"Drame,Psychologique,SchoolLife,Ecchi,Action,Comédie,Aventure,Romance,Science-fiction,Policier,Crime,Thriller,Police",https://www.japscan.me/imgs/mangas/rose-hip-rose.jpg
"
Rose Hip Zero
",Japon,Terminé,+14ans,2005,5,"Shōnen,Seinen","Suspense,Drame,Psychologique,Ecchi,Action,Comédie,Aventure,Science-fiction,Police",https://www.japscan.me/imgs/mangas/rose-hip-zero.jpg
"
Rôsoku Hime - Princess Candle
",Japon,Terminé,+14ans,2008,2,"Seinen,Yuri","Drame,Mature,Ecchi,Aventure,Historique,Tragédie",https://www.japscan.me/imgs/mangas/rosoku-hime-princess-candle.jpg
"
Rot & Ruin
",Japon,EnCours,+14ans,2020,1,Seinen,"Horreur,Post-apocalypse,Zombies",https://www.japscan.me/imgs/mangas/rot-ruin.jpg
"
Rouge Éclipse
",Japon,Terminé,+12ans,2014,3,Shōjo,"Fantastique,Drame,Mature,SchoolLife,Surnaturel,Ecole,Romance,Harcèlement,Adolescence,Paranormal",https://www.japscan.me/imgs/mangas/rouge-eclipse.jpg
"
Rough
",Japon,Terminé,+12ans,1987,12,Shōnen,"Drame,SchoolLife,Sport,TrancheDeVie,Comédie,Ecole,Sports,Romance",https://www.japscan.me/imgs/mangas/rough.jpg
"
Royal Marriage
",CoréeDuSud,EnCours,+12ans,2022,11,Shōjo,"Fantastique,Drame,Historique,Romance,Webtoon",https://www.japscan.me/imgs/mangas/royal-marriage.jpg
"
Royal Road
",CoréeDuSud,EnCours,+14ans,2022,1,Seinen,"Drame,Mature,Action,Webtoon",https://www.japscan.me/imgs/mangas/royal-road.jpg
"
Royal Shop Of Young Lady
",Japon,EnCours,+14ans,null,4,Seinen,"Drame,Mature,Action,Webtoon",https://www.japscan.me/imgs/mangas/royal-shop-of-young-lady.jpg
"
Rozen Maiden
",Japon,EnCours,+14ans,2003,8,Seinen,"Suspense,Fantastique,Drame,Psychologique,Surnaturel,Comédie,Magie,Aventure,Poupées,Gothique",https://www.japscan.me/imgs/mangas/rozen-maiden.jpg
"
Roz To Yon Seijuu No Densetsu
",Japon,EnCours,+14ans,2018,1,Shounen,"Fantastique,Drame,Action,Comédie,Aventure,Science-fiction,SliceOfLife",https://www.japscan.me/imgs/mangas/roz-to-yon-seijuu-no-densetsu.jpg
"
RRR!
",Japon,Terminé,+12ans,2007,10,Seinen,"Drame,Mature,Action,Sport,TrancheDeVie,Comédie,Tragédie",https://www.japscan.me/imgs/mangas/rrr.jpg
"
Rudolf Turkey
",Japon,EnCours,+14ans,2012,7,Seinen,"Drame,Ecchi,Action,Comédie,Historique,Romance,Mafia",https://www.japscan.me/imgs/mangas/rudolf-turkey.jpg
"
Rule - Annihilation Classroom -
",Japon,Terminé,+14ans,2016,29,Seinen,"Drame,Mystère,SchoolLife,Horreur,Gore",https://www.japscan.me/imgs/mangas/rule-annihilation-classroom.jpg
"
Rules For Peddling In Another World
",Japon,EnCours,+14ans,null,35,Seinen,"Drame,Mystère,SchoolLife,Horreur,Gore",https://www.japscan.me/imgs/mangas/rules-for-peddling-in-another-world.jpg
"
Ruling A Planet
",Chine,EnCours,+12ans,2022,30,Shōnen,"Fantastique,Démons,Action,Comédie,Aventure,Combats,Isekai,ArtsMartiaux,Webtoon",https://www.japscan.me/imgs/mangas/ruling-a-planet.jpg
"
Rumble Fist
",Japon,EnCours,+12ans,2016,1,Shōnen,"Action,Tournois,Combats,ArtsMartiaux,Karate",https://www.japscan.me/imgs/mangas/rumble-fist.jpg
"
R.U.N
",Japon,EnPause,+12ans,2012,6,Shōnen,"SchoolLife,Action,Sport,Comédie,Sports,Aventure,ArtsMartiaux",https://www.japscan.me/imgs/mangas/r-u-n.jpg
"
Runaway Magical Girl
",Japon,Terminé,null,2018,6,Shōjo,"Fantastique,Magie,Aventure,Romance,Fantasy,MagicalGirl",https://www.japscan.me/imgs/mangas/runaway-magical-girl.jpg
"
Run Day Burst
",Japon,Terminé,+10ans,2008,8,Shōnen,"Drame,Action,Sport,Comédie,Aventure,Science-fiction,SportsMécaniques,Fantasy",https://www.japscan.me/imgs/mangas/run-day-burst.jpg
"
Ruri Dragon
",Japon,EnCours,+14ans,2022,6,Shōnen,"Fantastique,SchoolLife,Surnaturel,TrancheDeVie,Comédie,Monstres,Famille,Dragons,Adolescence,MonsterGirls",https://www.japscan.me/imgs/mangas/ruri-dragon.jpg
"
Rust Blaster
",Japon,Terminé,+14ans,2006,1,Shōnen,"Fantastique,Drame,SchoolLife,Surnaturel,Action,Comédie,Tragédie,Vampires",https://www.japscan.me/imgs/mangas/rust-blaster.jpg
"
RWBY
",Japon,Terminé,+14ans,2015,1,Seinen,"Fantastique,Drame,Surnaturel,Action,Aventure,Combats,Guerre,Science-fiction",https://www.japscan.me/imgs/mangas/rwby.jpg
"
Ryoubo-San Wa Joshikousei
",Japon,EnCours,+14ans,2013,2,Shōjo,"Surnaturel,Comédie,Romance",https://www.japscan.me/imgs/mangas/ryoubo-san-wa-joshikousei.jpg
"
Ryushika
",Japon,Terminé,+12ans,2010,10,Shōnen,"Fantastique,TrancheDeVie,Comédie,Fantasy",https://www.japscan.me/imgs/mangas/ryushika.jpg
"
Ryuu Majin Hime Valalice No Haiboku ～ Makai Saikyou No Hime Ga Jinrui No Gurume Ni Makeru Hazu Ga Nai
",Japon,EnCours,+12ans,null,3.1,Shōnen,"Fantastique,TrancheDeVie,Comédie,Fantasy",https://www.japscan.me/imgs/mangas/ryuu-majin-hime-valalice-no-haiboku-makai-saikyou-no-hime-ga-jinrui-no-gurume-ni-makeru-hazu-ga-nai.jpg
"
Ryuuma No Gagou
",Japon,EnCours,+12ans,2011,2,Seinen,"Fantastique,Drame,Surnaturel,Action,Horreur,Aventure,Tragédie,Monstres,Science-fiction,Fantasy",https://www.japscan.me/imgs/mangas/ryuuma-no-gagou.jpg
"
Ryuu Ouji-Tachi To Wa Issho Ni Kurasemasen
",Japon,EnCours,+12ans,2019,5,Josei,"Fantastique,Romance",https://www.japscan.me/imgs/mangas/ryuu-ouji-tachi-to-wa-issho-ni-kurasemasen.jpg
"
Ryuurouden
",Japon,EnCours,+12ans,1993,37,Shōnen,"Fantastique,Drame,Mystère,Surnaturel,Action,Comédie,Aventure,Guerre,Romance,Tragédie,Histoire,ArtsMartiaux,VoyageTemporel",https://www.japscan.me/imgs/mangas/ryuurouden.jpg
"
S
",Japon,Terminé,+12ans,2006,3,Shōjo,"Sport,Romance",https://www.japscan.me/imgs/mangas/s.jpg
"
Sabaku No Harem
",Japon,EnCours,+14ans,2014,10,Shōjo,"Fantastique,Drame,Comédie,Historique,Romance,Amour,Harem,Assassinat,HaremInversé",https://www.japscan.me/imgs/mangas/sabaku-no-harem.jpg
"
Saber Tiger
",Japon,Terminé,+14ans,1981,1,Seinen,"Drame,Psychologique,Action,Aventure,Science-fiction",https://www.japscan.me/imgs/mangas/saber-tiger.jpg
"
Saber Watches Unlimited Blade Works
",Japon,EnCours,+14ans,null,3,Seinen,"Drame,Psychologique,Action,Aventure,Science-fiction",https://www.japscan.me/imgs/mangas/saber-watches-unlimited-blade-works.jpg
"
Sabre Et Dragon
",CoréeDuSud,EnCours,+14ans,1994,1,null,"Drame,Psychologique,Action,Aventure,Science-fiction",https://www.japscan.me/imgs/mangas/sabre-et-dragon.jpg
"
Saburo Kono, Le Photographe De L'étrange
",Japon,Terminé,+14ans,null,0,null,"Drame,Psychologique,Action,Aventure,Science-fiction",https://www.japscan.me/imgs/mangas/saburo-kono-le-photographe-de-l-etrange.jpg
"
Sachiiro No One Room
",Japon,EnCours,+14ans,2016,5,Seinen,"Drame,Psychologique,TrancheDeVie,Romance",https://www.japscan.me/imgs/mangas/sachiiro-no-one-room.jpg
"
Sacrificial Vote
",Japon,Terminé,+14ans,2015,7,Seinen,"Drame,Mature,Mystère,SchoolLife,Ecole,Société,Harcèlement,Vengeance,SurvivalGame",https://www.japscan.me/imgs/mangas/sacrificial-vote.jpg
"
Sad Girl
",Japon,Terminé,+16ans,2012,1,Seinen,"Drame,Psychologique,SliceOfLife,Webcomic",https://www.japscan.me/imgs/mangas/sad-girl.jpg
"
Saga Valta
",Japon,Terminé,+12ans,2012,3,Seinen,"Fantastique,Action,Aventure,Adulte,DarkFantasy,HeroicFantasy",https://www.japscan.me/imgs/mangas/saga-valta.jpg
"
Saguri-Chan Tankentai
",Japon,EnCours,+12ans,2017,4,Shōnen,"SchoolLife,TrancheDeVie,Comédie,Aventure,Romance,Photographie",https://www.japscan.me/imgs/mangas/saguri-chan-tankentai.jpg
"
Sahara The Flower Samurai
",Japon,EnCours,+12ans,2016,4,Shōnen,"Drame,Action,Science-fiction,Samurai",https://www.japscan.me/imgs/mangas/sahara-the-flower-samurai.jpg
"
Saihate No Paladin
",Japon,EnCours,null,2018,4,Shōnen,"Fantastique,Drame,Action,Magie,Aventure,AutreMonde,Isekai,Réincarnation",https://www.japscan.me/imgs/mangas/saihate-no-paladin.jpg
"
Saijaku Muhai No Bahamut
",Japon,EnPause,+12ans,2013,20,Shōnen,"Fantastique,SchoolLife,Surnaturel,Ecchi,Action,Ecole,Aventure,Romance,Mechas,Harem",https://www.japscan.me/imgs/mangas/saijaku-muhai-no-bahamut.jpg
"
Saijaku Teima Wa Gomi Hiroi No Tabi O Hajimemashita
",Japon,EnCours,+12ans,2020,15.2,null,"Fantastique,SchoolLife,Surnaturel,Ecchi,Action,Ecole,Aventure,Romance,Mechas,Harem",https://www.japscan.me/imgs/mangas/saijaku-teima-wa-gomi-hiroi-no-tabi-o-hajimemashita.jpg
"
Saijou No Meii
",Japon,EnCours,+12ans,2008,11,Shōnen,"Drame,Comédie,Romance,Médecine,Medical",https://www.japscan.me/imgs/mangas/saijou-no-meii.jpg
"
Saike Mata Shite Mo
",Japon,EnCours,+10ans,2014,15,Shōnen,"Fantastique,Drame,Mystère,SchoolLife,Surnaturel,Action,Comédie,Aventure,SuperPouvoirs,Psychologie,TimeTravel",https://www.japscan.me/imgs/mangas/saike-mata-shite-mo.jpg
"
Saiki Kusuo No Psi Nan
",Japon,EnCours,+12ans,2012,26,Shōnen,"SchoolLife,Surnaturel,TrancheDeVie,Comédie,Ecole,SuperPouvoirs,Monstres,Science-fiction,Quotidien",https://www.japscan.me/imgs/mangas/saiki-kusuo-no-psi-nan.jpg
"
Saikyou Mahoushi No Inton Keikaku
",Japon,EnCours,null,2017,26,Shōnen,"Drame,SchoolLife,Démons,Action,Comédie,Magie,Aventure,Harem,Fantasy",https://www.japscan.me/imgs/mangas/saikyou-mahoushi-no-inton-keikaku.jpg
"
Saikyou No Madoshi. Hisa Ni Ya Wo Ukete Shimatta No De Inaka No Eihei Ni Naru
",Japon,EnCours,null,null,13.2,Shōnen,"Drame,SchoolLife,Démons,Action,Comédie,Magie,Aventure,Harem,Fantasy",https://www.japscan.me/imgs/mangas/saikyou-no-madoshi-hisa-ni-ya-wo-ukete-shimatta-no-de-inaka-no-eihei-ni-naru.jpg
"
Saikyou No Shuzoku Ga Ningen Datta Ken
",Japon,EnCours,+14ans,2018,35,Seinen,"Fantastique,Ecchi,Action,Comédie,Aventure,Romance,Harem,Isekai,Adulte",https://www.japscan.me/imgs/mangas/saikyou-no-shuzoku-ga-ningen-datta-ken.jpg
"
Saikyou Seitokai Tsubakiyo
",Japon,Terminé,+14ans,2009,7,Shōjo,"SchoolLife,Surnaturel,Comédie,Ecole,Romance",https://www.japscan.me/imgs/mangas/saikyou-seitokai-tsubakiyo.jpg
"
Sailor Moon
",Japon,Terminé,+12ans,1991,18,Shōjo,"Fantastique,Drame,SchoolLife,Ecole,Magie,Pouvoirs,Aventure,Amitié,Extra-terrestres,Monstres,Aliens,Vampires,Tokusatsu,Nostalgie,VoyageTemporel,Fantasy,MagicalGirl",https://www.japscan.me/imgs/mangas/sailor-moon.jpg
"
Sailor V
",Japon,Terminé,+10ans,1993,3,Shōjo,"Fantastique,Drame,Mystère,SchoolLife,Surnaturel,Action,Comédie,Aventure,SuperPouvoirs,Romance,Nostalgie,Fantasy,MagicalGirl",https://www.japscan.me/imgs/mangas/sailor-v.jpg
"
Saint Seiya
",Japon,Terminé,+10ans,1986,28,Shōnen,"Fantastique,Surnaturel,Dieux/Déesses,Action,Pouvoirs,Aventure,Combats,Guerre,SuperPouvoirs,Historique,MoyenÂge,Chevalier,ArtsMartiaux,Guerrier,Nostalgie,Conte,Mythologie,Légendes",https://www.japscan.me/imgs/mangas/saint-seiya.jpg
"
Saint Seiya - Black War
",Japon,EnPause,+10ans,2010,14,Shōnen,"Fantastique,Surnaturel,Dieux/Déesses,Action,Pouvoirs,Aventure,Combats,Guerre,SuperPouvoirs,Historique,MoyenÂge,Chevalier,ArtsMartiaux,Guerrier,Nostalgie,Conte,Mythologie,Légendes",https://www.japscan.me/imgs/mangas/saint-seiya-black-war.jpg
"
Saint Seiya Deluxe
",Japon,Terminé,+10ans,1986,22,Shōnen,"Fantastique,Surnaturel,Dieux/Déesses,Action,Pouvoirs,Aventure,Combats,Guerre,SuperPouvoirs,Historique,MoyenÂge,Chevalier,ArtsMartiaux,Guerrier,Nostalgie,Conte,Mythologie,Légendes",https://www.japscan.me/imgs/mangas/saint-seiya-deluxe.jpg
"
Saint Seiya Episode G
",Japon,Terminé,null,2003,22,"Shōnen,Seinen","Fantastique,Drame,Dieux/Déesses,Action,Aventure,Guerre,SuperPouvoirs,Chevalier,ArtsMartiaux,Grèce,Mythologie",https://www.japscan.me/imgs/mangas/saint-seiya-episode-g.jpg
"
Saint Seiya - Episode G - Assassin
",Japon,EnCours,+12ans,2014,16,Shōnen,"Fantastique,Drame,Surnaturel,Dieux/Déesses,Action,Aventure,Réincarnation,ArtsMartiaux,Mythologie",https://www.japscan.me/imgs/mangas/saint-seiya-episode-g-assassin.jpg
"
Saint Seiya Next Dimension
",Japon,EnCours,+12ans,2006,12,Shōnen,"Fantastique,Drame,Surnaturel,Aventure,Guerre,Espace,MoyenÂge,Chevalier,ArtsMartiaux,Cosmos",https://www.japscan.me/imgs/mangas/saint-seiya-next-dimension.jpg
"
Saint Seiya Omega
",Japon,Terminé,+14ans,2012,1,Shōnen,"Drame,Surnaturel,Action,Aventure,Combats,Fantasy",https://www.japscan.me/imgs/mangas/saint-seiya-omega.jpg
"
Saint Seiya Omega - New Cloth Tanjô-Hen
",Japon,Terminé,+12ans,2013,1,Shōnen,"Fantastique,Aventure",https://www.japscan.me/imgs/mangas/saint-seiya-omega-new-cloth-tanjo-hen.jpg
"
Saint Seiya - Saintia Shô
",Japon,EnCours,+12ans,2013,1,Shōnen,null,https://www.japscan.me/imgs/mangas/saint-seiya-saintia-sho.jpg
"
Saint Seiya - The Lost Canvas - Chronicle
",Japon,Terminé,+12ans,2011,16,Shōnen,"Fantastique,Surnaturel,Dieux/Déesses,Action,Aventure,Combats,ArtsMartiaux,Mythologie",https://www.japscan.me/imgs/mangas/saint-seiya-the-lost-canvas-chronicle.jpg
"
Saint Seiya - The Lost Canvas - La Légende D'Hadès
",Japon,Terminé,+12ans,2006,25,Shounen,"Fantastique,Drame,Surnaturel,Dieux/Déesses,Action,Aventure,Combats,Historique,Histoire,ArtsMartiaux,Mythologie",https://www.japscan.me/imgs/mangas/saint-seiya-the-lost-canvas-la-legende-d-hades.jpg
"
Saint Zodiac
",Japon,Terminé,+12ans,2009,25,null,"Fantastique,Drame,Surnaturel,Dieux/Déesses,Action,Aventure,Combats,Historique,Histoire,ArtsMartiaux,Mythologie",https://www.japscan.me/imgs/mangas/saint-zodiac.jpg
"
Sairin Yuusha No Fukushuu Hanashi
",Japon,EnCours,+12ans,2015,1.1,Seinen,"Fantastique,Drame,Psychologique,Ecchi,Action,Aventure,Romance,Tragédie,Isekai,Vengeance",https://www.japscan.me/imgs/mangas/sairin-yuusha-no-fukushuu-hanashi.jpg
"
Saito
",Japon,Terminé,+10ans,1986,2,Shōnen,"Fantastique,Drame,Action,Aventure,Combats",https://www.japscan.me/imgs/mangas/saito.jpg
"
Saiunkoku Monogatari
",Japon,EnCours,+12ans,2005,9,Shōjo,"Fantastique,Drame,Psychologique,Surnaturel,Comédie,Historique,Romance,Harem,Fantasy,HaremInversé",https://www.japscan.me/imgs/mangas/saiunkoku-monogatari.jpg
"
Saiyuki
",Japon,Terminé,+14ans,1997,9,Shōnen,"Fantastique,Drame,Surnaturel,Démons,Action,Comédie,Aventure,Voyage,Historique,Monstres,ArtsMartiaux,Fantasy,Folklore",https://www.japscan.me/imgs/mangas/saiyuki.jpg
"
Saiyuki Gaiden
",Japon,Terminé,+12ans,1999,4,"Shōnen,Josei","Fantastique,Drame,Surnaturel,Dieux/Déesses,Action,Aventure,Historique,Tragédie,ArtsMartiaux,Fantasy,Folklore",https://www.japscan.me/imgs/mangas/saiyuki-gaiden.jpg
"
Saiyuki Ibun
",Japon,Abondonné,+12ans,2009,1,Josei,"Fantastique,Drame,Surnaturel,Action,Aventure,Historique,Fantasy",https://www.japscan.me/imgs/mangas/saiyuki-ibun.jpg
"
Saiyuki Reload
",Japon,EnCours,+12ans,2000,10,Josei,"Drame,Mystère,Action,Comédie,Aventure,Historique,Romance,Fantasy",https://www.japscan.me/imgs/mangas/saiyuki-reload.jpg
"
Saiyuki Reload Blast
",Japon,EnPause,+12ans,2009,3,Josei,"Fantastique,Drame,Surnaturel,Démons,Action,Comédie,Aventure,Voyage,Monstres,Folklore",https://www.japscan.me/imgs/mangas/saiyuki-reload-blast.jpg
"
Sakamoto Days
",Japon,EnCours,+12ans,2020,96,Shōnen,"Action,Comédie",https://www.japscan.me/imgs/mangas/sakamoto-days.jpg
"
Sakasama Cramberry
",Japon,EnCours,null,2016,96,Shōjo,"Fantastique,Drame,SchoolLife,Comédie,Ecole,Romance,Science-fiction",https://www.japscan.me/imgs/mangas/sakasama-cramberry.jpg
"
Sakazuki-San Chi No Gikyoudai
",Japon,EnCours,+14ans,2017,8,Shōjo,"Comédie,SliceOfLife",https://www.japscan.me/imgs/mangas/sakazuki-san-chi-no-gikyoudai.jpg
"
Sakigake!! Otokojuku
",Japon,EnCours,+12ans,1985,34,Shōnen,"SchoolLife,Action,TrancheDeVie,Comédie,Ecole,Combats,ArtsMartiaux",https://www.japscan.me/imgs/mangas/sakigake-otokojuku.jpg
"
Sakourasou No Pet Na Kanojo
",Japon,EnCours,+14ans,2011,8,Seinen,"Drame,SchoolLife,Comédie,Ecole,Romance,Jeunesse,Adolescence,Art",https://www.japscan.me/imgs/mangas/sakourasou-no-pet-na-kanojo.jpg
"
Saku-Chan To Nozomi-Kun
",Japon,Terminé,+14ans,2016,2,"Shōjo,Josei","Drame,SchoolLife,Ecole,Amitié,Romance,Société,SliceOfLife",https://www.japscan.me/imgs/mangas/saku-chan-to-nozomi-kun.jpg
"
Sakurai-San Wants To Be Noticed
",Japon,EnCours,+14ans,null,2,"Shōjo,Josei","Drame,SchoolLife,Ecole,Amitié,Romance,Société,SliceOfLife",https://www.japscan.me/imgs/mangas/sakurai-san-wants-to-be-noticed.jpg
"
Sakura To Sensei
",Japon,EnCours,+12ans,2017,5,Shōjo,"SchoolLife,TrancheDeVie,Ecole,Amitié,Romance,Amour,Adolescence",https://www.japscan.me/imgs/mangas/sakura-to-sensei.jpg
"
Salad Days
",Japon,EnCours,+12ans,2019,101,Shōjo,"Sport,Romance,Webtoon,Webcomic",https://www.japscan.me/imgs/mangas/salad-days.jpg
"
Salaryman Ga Isekai Ni Ittara Shitennou Ni Natta Hanashi
",Japon,EnCours,+12ans,2019,16,Shōnen,"Fantastique,Surnaturel,Démons,Comédie,Magie,Aventure,Romance,Monstres,AutreMonde,Isekai,Réincarnation,MonsterGirls",https://www.japscan.me/imgs/mangas/salaryman-ga-isekai-ni-ittara-shitennou-ni-natta-hanashi.jpg
"
Saltiness
",Japon,Terminé,+14ans,2012,4,Seinen,"Mature,Société,Social,Humour,WTF,Loufoque,SliceOfLife,Loser,Hipster,RoadTrip",https://www.japscan.me/imgs/mangas/saltiness.jpg
"
Salty Studio
",CoréeDuSud,Terminé,+12ans,2013,66,"Shōjo,Josei","Comédie,Romance,Amour,SliceOfLife",https://www.japscan.me/imgs/mangas/salty-studio.jpg
"
S.A.M.
",CoréeDuSud,Terminé,+14ans,2011,4,Seinen,"Fantastique,Action,Aventure,Adolescence,Fantasy",https://www.japscan.me/imgs/mangas/s-a-m.jpg
"
Samadhi
",CoréeDuSud,EnCours,+14ans,2021,38,Shōnen,"Fantastique,Surnaturel,Combats,ArtsMartiaux,Webtoon,Fantasy",https://www.japscan.me/imgs/mangas/samadhi.jpg
"
Samayoeru Tensei-Sha-Tachi No Revival Game
",Japon,EnCours,+12ans,2019,3,Shōnen,"Fantastique,Ecchi,Action,Gore,Aventure,Isekai,Réincarnation,GenderBender,Fantasy,Genderswap",https://www.japscan.me/imgs/mangas/samayoeru-tensei-sha-tachi-no-revival-game.jpg
"
Samenai Machi No Kissaten
",Japon,EnCours,+14ans,2015,40,Josei,"Fantastique,Surnaturel,TrancheDeVie,AutreMonde,Cooking",https://www.japscan.me/imgs/mangas/samenai-machi-no-kissaten.jpg
"
Samidare - Lucifer And The Biscuit Hammer
",Japon,Terminé,+12ans,2006,10,Seinen,"Fantastique,Drame,Action,TrancheDeVie,Comédie,Aventure,Romance,Psychologie",https://www.japscan.me/imgs/mangas/samidare-lucifer-and-the-biscuit-hammer.jpg
"
Sam Lawry
",Japon,EnCours,+12ans,2002,10,null,"Fantastique,Drame,Action,TrancheDeVie,Comédie,Aventure,Romance,Psychologie",https://www.japscan.me/imgs/mangas/sam-lawry.jpg
"
Samourai Errant
",Japon,Terminé,+14ans,2012,2,Seinen,"Mystère,Historique",https://www.japscan.me/imgs/mangas/samourai-errant.jpg
"
Samourai Usagi
",Japon,Terminé,+10ans,2007,8,Shōnen,"Drame,Comédie,Aventure,Historique,Romance,Samurai,ArtsMartiaux",https://www.japscan.me/imgs/mangas/samourai-usagi.jpg
"
Samurai
",Japon,EnCours,+14ans,2005,14,Shōnen,"Fantastique,Action,Aventure,Combats,Historique,Adolescence,Samourai",https://www.japscan.me/imgs/mangas/samurai.jpg
"
Samurai 8: Conte D'Hachimaru
",Japon,Terminé,+10ans,2019,5,Shōnen,"Comédie,Aventure,Science-fiction,Samurai",https://www.japscan.me/imgs/mangas/samurai-8-conte-d-hachimaru.jpg
"
Samurai Champloo
",Japon,Terminé,+12ans,2004,2,Shōnen,"Drame,Action,Comédie,Aventure,Historique,ArtsMartiaux,Samourai",https://www.japscan.me/imgs/mangas/samurai-champloo.jpg
"
Samuraï Comeback
",Japon,Terminé,null,2001,2,Seinen,"Action,Comédie,Combats,Historique,Traditions,Samurai,VoyageTemporel,WTF",https://www.japscan.me/imgs/mangas/samurai-comeback.jpg
"
Samurai Deeper Kyo
",Japon,Terminé,+12ans,1999,38,Shōnen,"Fantastique,Drame,Surnaturel,Ecchi,Ronin,Comédie,Aventure,Guerre,Historique,Romance,Médiéval,MoyenÂge,Histoire,Ninjas,ArtsMartiaux,Guerrier,Samourai",https://www.japscan.me/imgs/mangas/samurai-deeper-kyo.jpg
"
Samurai Drive
",Japon,Terminé,+12ans,2010,8,Shōjo,"SchoolLife,Action,TrancheDeVie,Comédie,Ecole",https://www.japscan.me/imgs/mangas/samurai-drive.jpg
"
Samurai High School
",Japon,Terminé,+12ans,2009,25,Shōnen,"SchoolLife,Surnaturel,Comédie,Ecole,Romance,Science-fiction,GenderBender,ArtsMartiaux,Fantasy,Crossdressing",https://www.japscan.me/imgs/mangas/samurai-high-school.jpg
"
Sanctuaire
",Japon,Terminé,+12ans,2001,3,null,"SchoolLife,Surnaturel,Comédie,Ecole,Romance,Science-fiction,GenderBender,ArtsMartiaux,Fantasy,Crossdressing",https://www.japscan.me/imgs/mangas/sanctuaire.jpg
"
Sanctuary
",Japon,Terminé,+14ans,1990,12,Seinen,"Suspense,Drame,Mature,Psychologique,Tragique,Action,Politique,Romance,Société,Social,Tragédie,Mafia,Yakuza,Adulte,Thriller,Police,OrganisationsSecrètes,Gang,Gangster",https://www.japscan.me/imgs/mangas/sanctuary.jpg
"
Sanctum
",Japon,Terminé,+14ans,2008,5,Seinen,"Suspense,Anges,Drame,Mature,Mystère,Psychologique,Surnaturel,Ecchi,Action,Horreur,Comédie,Amitié,Tragédie,Réincarnation,Aliens,Fantasy,Religion,Genderswap",https://www.japscan.me/imgs/mangas/sanctum.jpg
